depth,rop,wob,temp_out,rpm,gpm
5692.09,6.07,30.2,120.97,88.35,641.16
5693.1,6.04,29.73,121.39,87.74,658.4
5694.11,6.44,29.73,121.43,87.97,646.33
5695.12,7.21,30.03,121.43,84.07,640.51
5696.13,7.88,29.26,121.78,88.39,641.8
5697.14,10.27,30.16,121.55,88,642.67
5698.15,7.92,30.16,121.55,89.24,644.61
5699.17,14.68,29.31,121.51,88.85,643.31
5700.2,7.2,29.09,121.62,88.36,640.73
5701.21,6.76,29.01,121.62,90.29,639.43
5702.22,7.15,29.65,121.66,89.97,635.55
5703.23,7.05,30.07,121.78,88.77,639.22
5704.24,7.13,29.52,121.85,87.42,640.08
5705.25,6.88,30.41,121.93,87.3,639.43
5706.26,6.47,29.31,122,88.67,637.71
5707.27,7.03,29.77,122,89.62,638.14
5708.29,9.36,22.1,112.36,40.55,578.05
5709.3,7.97,23.33,114.99,40.14,587.31
5710.33,11.65,19.76,123.61,47.05,586.45
5711.34,9.35,22.27,123.91,40.62,587.74
5712.35,10.1,23.42,124.22,41.86,583.65
5713.36,8.93,23.97,124.29,46.74,581.93
5714.37,9.02,24.27,124.41,40.4,584.3
5715.38,7.8,24.99,124.29,43.06,583.22
5716.39,9.41,24.1,124.29,43.98,579.99
5717.4,8.91,24.52,124.44,40.42,581.93
5718.41,8.66,23.67,124.6,38.26,584.08
5719.42,10.04,24.31,124.71,37.25,581.28
5720.43,7.76,25.21,124.86,37.3,583
5721.44,9.12,23.67,124.94,38.2,586.45
5722.45,7.92,25.16,125.05,38.17,595.06
5723.46,8.82,24.4,125.24,42.81,601.31
5724.46,8.88,25.16,125.36,37.85,597.43
5725.47,8.65,24.78,125.4,38.09,591.62
5726.48,8.88,24.18,125.47,41.13,587.1
5727.51,8.97,25.08,125.63,40.3,582.57
5728.52,8.67,24.44,125.66,43.02,579.77
5729.53,7.99,24.23,125.93,42.2,590.97
5730.54,9.31,24.57,125.78,40.08,588.39
5731.55,8.57,24.01,125.78,43.14,588.39
5732.56,8.16,23.25,125.74,37.8,587.74
5733.57,20.68,15.75,125.09,50.41,596.79
5734.59,13.3,24.27,125.17,42.7,587.96
5735.6,6.88,24.82,125.55,41.03,607.55
5736.61,7.77,25.25,125.7,38.59,596.79
5737.62,8.26,25.21,125.93,36.27,599.37
5738.63,8.41,24.82,126.05,44.77,597
5739.63,9.18,25.12,126.05,35.72,591.62
5740.69,10.01,30.15,126.2,41.66,600.23
5741.72,8.74,27.21,126.24,44.31,600.88
5742.76,6.87,25.33,126.39,46.99,610.79
5743.77,8.57,25.08,126.43,42.03,609.49
5744.82,8.73,30.06,126.39,39.55,608.2
5745.84,15.9,34.62,126.46,22.99,598.08
5746.85,10.35,34.62,126.62,42.59,591.62
5747.86,12.24,35.17,126.46,41.1,588.39
5748.87,11.15,34.96,126.24,55.03,590.33
5749.9,9.89,32.23,126.35,43.7,590.33
5750.91,12.54,34.66,126.16,42.06,584.73
5751.93,9.84,32.79,126.24,40.42,593.99
5752.94,10.07,29.38,126.08,39.87,583.43
5753.98,14.01,34.7,126.05,36.27,587.53
5754.98,10.85,35.25,125.97,35.98,589.89
5755.99,11.95,34.4,126.01,38.73,589.68
5757,12.44,33.85,126.01,34.27,584.94
5758.01,11.46,34.36,126.01,36.81,581.5
5759.02,12.45,35.13,125.97,40.97,583.86
5760.03,11.8,34.87,125.93,37.76,587.1
5761.04,11.69,34.23,125.93,38.76,582.79
5762.05,12.2,34.36,125.85,38.76,584.08
5763.06,11.23,34.83,125.78,36.14,588.39
5764.08,11.99,34.19,125.74,37.65,587.1
5765.09,13.36,35.51,125.82,34.37,599.8
5766.12,11.37,35.17,124.29,37.35,592.48
5767.13,10.44,36.53,124.48,37.97,594.63
5768.13,9.93,35.13,124.67,36.94,588.6
5769.14,9.29,35,125.28,35.4,584.08
5770.15,10.32,35.51,125.66,37.89,586.88
5771.16,9.67,34.83,125.74,40.28,591.62
5772.17,9.47,34.83,125.63,44.02,591.4
5773.18,10.66,34.4,125.7,39.08,590.33
5774.19,9.64,34.06,125.66,41.44,591.83
5775.2,10.88,35.08,125.63,40.19,591.83
5776.21,9.88,34.83,125.59,38.46,588.17
5777.22,10.09,34.4,125.63,41.82,588.39
5778.23,9.04,34.66,125.74,38.18,587.1
5779.24,9.79,34.62,125.78,39.14,586.23
5780.25,8.24,35.47,125.66,35.31,590.33
5781.26,10.88,34.66,125.89,37.04,597.22
5782.27,11.39,34.62,126.01,37.32,603.89
5783.28,11.18,34.79,125.93,40.95,607.12
5784.29,10.41,34.57,125.97,37.97,607.34
5785.3,9.82,35.38,125.93,36.57,611.86
5786.31,11.02,34.45,126.01,36.72,610.79
5787.31,10.66,34.23,126.01,37.68,599.37
5788.32,9.93,35.77,126.16,38.75,599.37
5789.33,8.84,34.49,126.08,40.48,601.52
5790.34,10.91,35.42,126.05,41.62,602.82
5790.34,10.91,35.42,126.05,41.62,602.82
5791.35,9.82,34.66,126.35,37.41,599.37
5792.36,9.87,34.66,126.35,36.07,600.88
5793.37,10.76,35.17,126.24,36.37,602.17
5794.4,9.67,35.51,126.12,35.63,601.52
5795.41,10.12,35.04,126.01,42.08,602.6
5796.42,9.29,34.4,126.01,38.88,600.88
5797.43,9.82,35.68,125.93,38.12,600.45
5798.43,8.93,35.6,125.44,31.51,594.63
5799.44,9.88,35.04,125.4,36.65,594.2
5800.45,8.95,35.68,125.44,38.26,593.77
5801.46,10.69,34.7,125.51,36.27,593.99
5802.47,8.39,35.25,125.51,35.9,595.28
5803.48,9.77,34.53,125.51,36.08,594.63
5804.49,9.59,35.3,125.51,36.68,593.56
5805.5,9.37,35.25,125.51,37.35,595.93
5806.51,9.46,34.74,125.51,36.11,594.85
5807.52,15.46,35.3,125.47,31.72,585.16
5808.53,16.99,34.15,125.47,33.86,592.48
5809.54,10.23,35.34,125.44,33.77,594.2
5810.55,9.44,34.36,125.44,34.79,594.2
5811.56,10.65,35.25,125.47,34.32,596.57
5812.56,10.66,34.53,125.4,34.65,594.85
5813.57,9.61,34.32,125.36,38.29,596.36
5814.58,10.15,34.91,125.28,38,597.43
5815.59,9.82,35.08,125.24,34.49,592.26
5816.6,10.38,35.17,125.21,34.82,595.06
5817.61,10.01,36.19,125.17,35.2,595.28
5818.62,9.56,34.1,125.21,34.55,593.77
5819.63,11.58,37.89,125.17,35.75,591.83
5820.64,8.68,35.51,125.13,35.86,597.43
5821.65,10.38,35.98,125.09,37.74,594.63
5822.66,8.94,35.6,125.05,34.78,592.26
5823.67,9.87,36.11,124.98,35.78,593.99
5824.68,8.87,35.68,124.9,35.05,595.93
5825.69,9.2,36.53,124.9,33.59,595.49
5826.7,8.78,35.94,124.86,34.41,595.71
5827.71,9.22,37,124.86,33.91,592.91
5828.72,5.91,32.87,123.64,38.79,589.21
5829.73,9.67,34.87,123.61,39.13,588.57
5830.74,8.94,34.79,123.61,37.74,588.13
5831.76,9.69,34.79,123.68,37.21,590.07
5832.77,9.15,36.02,123.8,36.98,589
5833.78,8.7,36.15,123.83,37.83,589
5834.79,7.93,35.51,123.8,37.27,588.78
5835.8,9.06,34.74,123.8,37.12,586.84
5836.81,8.59,35.89,123.76,40.17,589.43
5837.82,8.11,34.62,123.72,40.46,587.92
5838.83,8.55,35,123.64,36.19,584.69
5839.84,11.36,36.02,123.61,35.03,586.41
5840.85,8.61,35.68,123.61,35.2,586.41
5841.86,9.04,35.34,123.64,35.46,582.31
5842.87,8.35,35.38,123.64,36.49,586.19
5843.88,8.45,35.13,123.64,42.27,587.27
5844.89,8.98,34.66,123.68,38.24,587.7
5845.9,8.23,35.17,123.64,35.99,584.47
5846.91,8.73,35.17,123.64,34.49,585.98
5847.91,8.02,34.79,123.64,42.85,586.41
5848.92,8.55,35.42,123.64,36.3,585.12
5849.93,8,35,123.64,36.36,582.31
5850.94,8.26,34.15,123.64,37.01,584.04
5851.95,8.3,35.21,123.61,37.73,584.69
5852.96,9.04,35.08,123.61,38.67,583.82
5853.97,8.73,34.23,123.61,37.92,584.25
5854.98,9.54,35.85,123.57,39.58,584.47
5855.99,9.23,34.57,123.57,41.28,585.98
5857,8.11,35.77,123.53,37.89,589.43
5858.01,7.71,35.51,123.64,36.02,597.83
5859.02,7.42,34.62,123.72,31.96,596.54
5860.03,7.42,35.64,123.76,36.57,596.11
5861.04,7.75,35.34,122.92,36.69,535.76
5862.05,11.4,36.4,122.19,39.73,598.51
5863.06,10.62,36.11,122.19,39.23,597.22
5864.07,9.51,36.7,122.27,35.08,592.48
5865.08,8.95,36.19,122.46,33.56,600.66
5866.09,8.93,36.32,122.58,34.02,602.39
5867.1,7.89,35.98,122.69,33.76,604.32
5868.11,9.64,36.96,122.69,35.49,603.25
5869.12,8.07,35.55,122.73,33.74,600.88
5870.12,9.41,36.83,122.73,36.97,601.31
5871.13,7.84,36.15,122.92,36.19,600.23
5872.14,8.97,36.53,122.96,30.72,596.14
5873.15,8.35,36.87,122.96,33.85,595.49
5874.16,8.58,36.45,123,33.24,593.99
5875.17,7.83,35.68,122.96,36.11,595.28
5876.18,9.47,35.77,122.96,33.85,592.69
5877.19,8.33,36.62,122.96,36.75,595.93
5878.2,8.71,35.85,123.03,38.11,594.2
5879.21,8.49,36.32,123.07,38.43,597
5880.22,7.73,35.94,123.07,39.81,596.14
5881.23,9.39,36.19,123.11,35.14,594.42
5882.24,8.11,36.74,123.11,34.78,592.48
5883.25,8.88,36.53,123.11,37.21,594.85
5884.26,8.59,36.02,122.8,36.92,592.05
5885.27,9.61,36.49,122,37.7,594.2
5886.28,8.88,36.49,120.59,42.76,592.05
5887.29,9.85,36.15,123.07,37.67,590.97
5888.29,10.94,36.32,123.03,36.11,592.26
5889.3,10.63,36.36,123.07,37.01,590.76
5890.31,28.18,36.36,123,29.44,584.51
5891.32,17.83,36.06,123.03,32.1,589.46
5892.33,10.15,36.7,123.03,37.21,590.97
5893.34,9.5,36.57,122.5,34.29,594.6
5894.35,8.19,35.33,122.61,33.73,597.4
5895.36,9.06,35.42,122.61,36.92,596.11
5896.37,7.39,35.29,122.73,35.1,595.03
5897.39,10.27,35.46,122.08,43.76,592.48
5898.4,9.42,35.2,122.08,43.52,592.69
5899.41,9.08,35.03,122.16,41.89,591.83
5900.42,7.57,35.16,122.35,39.49,591.83
5901.43,6.75,35.8,122.58,40.08,590.33
5902.44,8.49,35.5,122.61,39.41,592.26
5903.44,9.2,35.08,122.61,38.26,589.68
5904.45,8.69,35.12,122.61,39,589.03
5905.46,10.6,35.16,122.61,37.04,588.82
5906.47,11.91,35.08,122.58,39.09,584.94
5907.48,10.04,36.05,122.65,38.15,609.06
5908.49,11.68,35.33,122.73,34.61,588.82
5909.5,11.22,35.16,122.77,39,592.48
5910.51,12.07,35.59,122.73,39.54,590.54
5911.52,8.69,34.74,122.69,37.04,589.89
5912.53,11.43,35.8,122.65,36.66,590.54
5913.54,10.32,35.63,122.5,36.74,592.26
5914.55,9.69,35.54,122.5,41.03,588.17
5915.56,9.85,35.08,122.46,37.79,589.46
5916.57,9.32,34.48,122.46,34.99,586.88
5917.58,9.29,35.16,122.54,37.04,589.03
5918.59,8.94,35.29,122.54,39.72,586.02
5919.6,9.98,34.86,122.5,43.76,586.88
5920.61,8.89,35.16,122.54,37.3,584.94
5921.62,11.11,35.46,122.58,36.84,583.65
5922.63,11.16,35.37,122.58,44.84,601.09
5923.64,12.46,35.84,122.58,41.85,599.59
5924.65,24.18,34.29,122.04,42.12,590.72
5925.67,22.93,34.53,122.04,41.19,589.21
5926.67,13.92,33.89,122.08,39.08,588.13
5927.68,16.98,34.74,122.16,38.53,596.11
5928.69,14.09,33.93,122.27,37.44,598.26
5929.7,13.41,35,122.31,40.37,594.39
5930.71,13.18,34.91,122.54,39,585.12
5931.72,14.82,34.57,122.61,36.86,588.13
5932.73,13.56,35.21,122.61,39.11,588.78
5933.74,17,34.49,122.65,39.16,594.82
5934.75,11.84,36.66,122.69,38.43,596.97
5935.76,9.39,34.23,122.77,38.97,597.83
5936.77,11.12,34.74,122.84,38.99,596.76
5937.78,9.04,34.19,122.84,39.63,595.46
5938.79,10.69,33.93,122.88,40.02,593.52
5939.8,9.08,34.06,122.96,38.15,590.94
5940.81,9.44,34.45,123.03,40.37,593.31
5941.82,7.78,34.87,123.07,38.14,591.58
5942.83,8.11,33.85,123.15,41.5,592.23
5943.84,9.3,33.98,123.26,40.65,613.78
5944.85,11.83,33.93,123.38,37.47,618.09
5945.86,10.35,34.7,123.45,36.81,601.07
5946.87,10.21,34.32,123.53,41.51,598.7
5947.88,10.94,34.7,123.53,40.55,587.7
5948.88,7.93,33.89,123.57,33.07,588.57
5949.89,9.42,33.68,123.61,35.84,588.78
5950.9,10.75,34.62,123.76,37.77,590.94
5951.91,10.18,33.47,123.76,38.52,593.31
5952.92,10.01,34.91,123.68,38.17,596.11
5953.93,10.72,33.89,123.64,39.92,595.25
5954.94,13.97,34.87,123.64,38.02,595.89
5955.95,10.39,34.32,123.68,37.41,598.48
5956.96,11.64,34.19,123.72,44.23,594.39
5957.98,6.74,36.06,122,24.56,621.76
5958.99,7.09,34.96,123.03,24,612.71
5960,6.96,36.45,123.61,22.89,601.07
5961.01,7.81,36.45,123.72,24.09,601.71
5962.02,7.27,36.06,123.99,21.29,591.8
5963.03,9.07,35.08,124.06,23.74,596.32
5964.04,7.89,36.4,123.99,22.43,587.06
5965.05,6.59,34.57,123.95,24.12,598.26
5966.05,7.45,36.53,124.02,23.8,608.83
5967.06,7.7,36.19,124.14,27.16,617.23
5968.07,8.33,36.02,124.25,24.48,619.6
5969.08,7.48,36.06,124.41,23.05,611.84
5970.09,7.1,35.68,124.67,25.49,638.14
5971.1,8.98,36.11,124.83,22.7,606.24
5972.11,8.46,35.85,124.94,24.51,597.62
5973.12,7.97,36.23,124.86,28.89,598.91
5974.13,10.98,35.89,124.75,23.33,595.25
5975.14,8.22,35.72,124.71,22.69,598.26
5976.15,8.89,35.77,124.94,31.16,608.18
5977.16,7.99,35.25,122.35,28.06,598.05
5978.17,10.85,35.89,124.56,29.13,597.62
5979.18,11.81,36.57,124.44,27.08,596.97
5980.19,12.81,36.23,124.37,26.49,595.25
5981.2,9.29,36.02,124.41,24.57,597.62
5982.21,8.18,35.94,124.67,25.56,590.29
5983.22,13.02,37,124.9,25.55,590.29
5984.23,11.64,36.45,124.79,25.38,601.07
5985.24,16.56,35.6,124.67,35.1,600.85
5986.25,15.73,35.81,124.52,33.32,597.83
5987.26,17.07,35.77,124.48,29.67,596.76
5988.27,18.45,35.42,123.68,30.31,607.1
5989.28,13.37,35.47,123.68,27.83,599.99
5990.29,11.8,34.49,123.83,26.99,598.48
5991.3,12.42,34.83,123.99,25.53,590.94
5992.31,22.04,34.79,124.02,25.94,583.82
5993.32,20.9,34.7,124.02,38.44,580.59
5994.33,14.84,35.64,124.02,30.61,586.63
5995.34,5.7,34.74,124.1,27.52,601.28
5996.35,5.83,34.79,124.22,28.92,598.7
5997.36,5.42,35.77,124.25,28.56,594.82
5998.37,6.12,35.34,124.44,28.09,606.89
5999.38,5.66,35.68,124.56,27.36,600.2
6000.39,5.17,35.08,124.6,29.04,606.67
6001.4,5.24,36.06,124.52,26.69,589.86
6002.41,5.65,35.64,124.22,39.72,591.8
6003.42,5.43,34.32,124.14,39.57,589.86
6004.43,5.7,34.79,123.95,41.74,587.27
6005.43,6.35,35.72,123.83,34.9,585.98
6006.44,5.15,35.55,122.35,36.45,601.71
6007.45,6.45,35.3,123.8,37.3,609.9
6008.46,6.48,35.64,123.83,39.35,605.59
6009.47,5.79,36.32,123.87,37.47,599.77
6010.48,6.86,35.55,123.87,34.79,598.26
6011.49,8.61,34.79,123.83,41.21,595.46
6012.5,10.17,34.83,123.72,39.23,593.52
6013.51,7.96,35.64,123.64,42.33,595.68
6014.52,9.39,35.3,123.53,42.74,594.6
6015.53,6,34.87,123.34,43.61,596.11
6016.54,7.48,34.7,123.34,37.71,593.52
6017.55,7.06,36.32,123.3,37.97,593.74
6018.56,5.78,36.02,123.3,36.45,593.95
6019.56,6.7,35.81,122,35.54,595.49
6020.57,6.43,34.83,122.23,36.91,584.08
6021.58,7.43,34.83,122.42,37.76,594.2
6022.59,6.18,35.04,122.77,43.09,594.42
6023.6,7.46,34.83,122.84,35.93,587.31
6024.61,7.7,35.08,122.84,32.83,583.65
6025.62,6.63,35.38,122.88,34.06,580.2
6026.63,5.94,35.89,123.03,32.16,581.5
6027.64,5.94,36.11,122.88,31.89,579.77
6028.65,6,35.85,122.73,35.87,585.37
6029.66,6.39,34.87,122.69,40.65,584.94
6030.67,7.6,35.47,122.65,33.27,591.19
6031.68,7.06,35.13,122.65,35.19,587.74
6032.69,7.37,35.55,122.61,36.78,589.46
6033.7,5.7,35.25,122.65,41.24,590.54
6034.71,7.46,34.91,122.65,37.3,586.45
6035.72,6.49,35.72,122.65,39.57,589.68
6036.72,6.17,35.68,122.65,40.17,589.03
6037.73,6.13,35.68,122.61,45.36,587.53
6038.74,6.72,36.28,122.69,36.46,588.39
6039.75,5.77,34.83,122.73,34.9,587.31
6040.76,6.09,35.3,122.8,33.47,586.02
6041.77,6.74,34.83,122.84,32.01,589.25
6042.78,5.41,35.6,122.84,36.57,589.68
6043.79,6.43,35.34,122.88,36.36,595.06
6044.8,6.48,34.1,121.74,41.09,593.77
6045.81,7.78,35.13,122.8,30.03,591.62
6046.82,7.92,34.49,122.8,39.78,591.19
6047.83,7.25,35.47,122.8,33.83,593.56
6048.84,7.83,34.32,122.88,33.1,593.13
6049.85,8.07,35.81,122.88,34.76,598.51
6050.86,7.76,35.47,122.88,37.51,596.14
6051.87,7.68,35,122.08,36.6,587.53
6052.88,7.54,35.13,122.16,38.55,584.94
6053.89,7.5,34.62,122.27,35.99,587.74
6054.9,7.53,34.66,122.39,33.24,589.46
6055.91,8.59,34.62,122.46,35.08,587.1
6056.92,8.26,35.09,122.46,39,590.76
6057.93,8.47,34.45,122.54,38.81,593.99
6058.94,9.88,35.3,121.81,29.21,588.57
6059.95,10.81,35.72,121.89,37.88,591.58
6060.96,12.08,35.89,121.81,39.02,595.03
6061.97,10.69,35.17,121.93,44.36,598.7
6062.98,11.11,35.43,122,37.24,589.43
6063.99,10.32,35.68,122.12,32.85,585.76
6065,10.12,34.87,122.19,44.45,587.06
6066.01,10.71,34.74,122.23,38.35,586.19
6067.02,10.23,34.92,122.27,38.68,584.25
6068.03,9.77,34.74,122.23,39.64,580.81
6069.03,10.56,35.17,122.23,39.03,598.05
6070.04,9.23,34.83,122.35,39.09,603.22
6071.05,11.57,35.43,122.35,37.88,605.16
6072.06,11.24,35.77,122.42,35.98,599.77
6073.07,13.59,36.19,122.46,34.26,597.83
6074.08,15.48,35.3,122.46,33.42,595.03
6075.09,17.99,34.7,122.46,33.23,593.74
6076.11,19.6,33.98,122.5,33.3,593.95
6077.11,19.53,35.17,122.46,47.6,598.91
6078.13,11.62,35.81,122.5,38.33,598.7
6079.13,9.64,35.51,122.46,36.8,598.7
6080.14,10.18,34.83,122.39,43.12,596.11
6081.15,10.06,35.04,122.54,41.33,642.45
6082.16,9.61,34.57,122.77,40.24,620.47
6083.19,13.35,35.8,122.42,46.91,582.53
6084.2,17.86,35.3,122.42,38.53,601.5
6085.21,7.74,35.55,122.42,40.25,596.11
6086.22,8.95,35.09,123,42.97,638.57
6087.23,8.95,35.09,123.3,39.61,598.7
6088.24,7.73,34.28,123.19,37.29,594.6
6089.25,8.25,34.79,123,41.07,592.23
6090.26,9.03,35,122.8,51.72,588.78
6091.27,9.85,34.28,122.77,41.71,595.46
6092.28,9,33.98,123.15,41.16,595.03
6093.29,10.39,35.21,123.19,35,589.21
6094.3,9.15,34.4,123.03,38.62,601.28
6095.31,10.98,34.28,123,38.97,589
6096.31,10.26,33.6,122.88,40.95,589.21
6097.32,10.32,33.68,122.88,40.27,591.15
6098.33,10.18,33.68,122.8,39.82,592.66
6099.34,11.95,34.28,122.8,40.2,590.94
6100.35,10.23,34.53,122.69,42.38,590.07
6101.36,12.28,34.49,123.07,40.48,610.33
6102.37,10.69,33.98,122.92,38.82,590.29
6103.38,12.19,33.51,122.92,39.73,589.21
6104.39,11.61,34.4,122.88,39.92,588.57
6105.4,11.91,33.42,122.84,37.07,587.49
6106.41,13.36,34.7,122.88,38.49,584.47
6107.42,11.29,33.77,122.84,36.91,584.47
6108.43,12.62,33.89,122.84,38.35,583.61
6109.44,11.9,34.06,124.22,40.55,592.88
6110.45,12.94,33.98,123.11,40.97,596.32
6111.46,14.38,33.77,122.84,39.93,598.48
6112.47,14.31,33.42,122.88,39.37,596.11
6113.48,17.99,33.89,122.92,39.19,591.58
6114.49,18.17,32.96,122.92,37.8,591.37
6115.5,17.55,34.66,122.92,39.63,590.94
6116.51,21,34.32,122.39,43.78,604.3
6117.52,23.63,34.57,122.42,37.09,593.52
6118.53,17.31,35.34,122.54,38.78,589.86
6119.54,19.02,34.66,122.8,41.95,594.39
6120.56,14.74,35.42,123.03,37.67,595.89
6121.56,14.53,35.47,123.07,39.63,593.95
6122.57,14.52,35.21,123.11,40.39,593.74
6123.58,12.79,34.87,123.19,42.04,589.43
6124.59,14.38,34.19,123.26,41.04,589
6125.6,14.72,35.17,123.3,39.22,584.9
6126.61,17.31,35.04,123.34,39.81,588.57
6126.61,17.31,35.04,123.34,39.81,588.57
6127.62,17.38,35.25,123.38,41.33,587.92
6128.63,15.59,34.66,123.41,40.01,584.04
6129.64,13.26,34.62,123.45,40.59,581.88
6130.65,13.78,35.17,123.45,39.63,593.95
6131.66,14.3,35.13,123.61,38.91,595.68
6132.67,14.59,35.08,123.68,38.88,595.46
6133.68,14.42,35.51,123.8,41.44,597.4
6134.69,13.56,35.08,123.83,41.31,592.66
6135.7,12.28,34.96,123.87,40.92,594.17
6136.71,13.12,34.66,123.91,40.31,595.25
6137.72,15.01,34.53,123.99,43.25,595.68
6138.73,14.3,34.57,124.06,39.06,595.68
6139.74,15.93,34.28,124.1,39.79,591.8
6140.75,14.9,34.53,124.18,40.48,595.46
6141.75,14.77,34.57,124.18,40.65,593.95
6142.76,14.77,34.53,124.25,39.7,608.83
6143.77,14.89,34.91,124.41,39.61,631.03
6144.78,15.74,35.38,124.63,39.9,607.32
6145.79,13.08,34.7,124.83,40.75,609.04
6146.8,13.87,34.87,124.94,39.51,598.48
6147.74,15.93,34.28,124.1,39.79,591.8
6148.75,14.9,34.53,124.18,40.48,595.46
6149.75,14.77,34.57,124.18,40.65,593.95
6150.76,14.77,34.53,124.25,39.7,608.83
6151.77,14.89,34.91,124.41,39.61,631.03
6152.27,15.6,34.62,124.48,39.6,590.11
6154.29,15.34,34.66,124.48,37.48,587.1
6155.3,11.82,32.32,124.48,41.63,602.17
6156.31,10.59,29.89,124.6,44.01,609.92
6157.32,13.32,30.23,124.63,42.68,607.12
6158.33,13.53,29.51,124.67,40.46,600.45
6159.34,13.16,30.27,124.63,42.96,596.36
6160.35,14.77,29.85,124.63,42.9,598.94
6161.36,16.09,32.83,124.67,44.77,599.8
6162.37,15.4,32.61,124.67,43.87,590.97
6163.38,15.2,32.49,124.71,40.01,595.71
6164.39,17.38,33.64,124.75,40.28,599.16
6165.4,15.27,33.25,124.75,41.38,592.48
6166.41,16.39,34.32,124.71,45.39,596.57
6167.42,15.42,34.11,124.63,40.34,593.34
6168.43,7.77,25.25,124.63,44.26,607.12
6169.45,10.28,23.16,124.75,44.74,632.75
6170.46,12.85,25.42,124.9,39.25,614.02
6171.47,11.56,24.06,124.98,40.93,609.06
6172.48,12.68,24.23,125.02,42.17,603.03
6173.49,14.43,25.72,125.05,42.09,598.29
6174.5,12.01,27.51,125.02,46.73,589.68
6175.51,12.88,27.59,124.98,41.44,587.53
6176.52,11.64,25.93,124.98,39.19,591.83
6177.53,14.85,19.66,132.18,43.49,606.24
6178.54,7.68,24.6,132.49,44.83,606.02
6179.55,7.34,23.97,132.34,41.3,610.12
6180.56,8.64,24.69,132.3,38.43,605.38
6181.57,7.46,24.74,132.22,39.19,605.81
6182.58,7.5,25.5,132.07,41.66,606.24
6183.59,5.79,25.46,131.8,37.54,604.73
6184.6,8.78,26.49,131.65,41.04,610.33
6185.61,15.25,33.94,131.69,45.8,614.21
6186.62,13.12,35.33,131.65,47.37,624.78
6187.63,11.11,34.3,131.76,38.14,631.89
6188.64,12.33,35.56,131.76,40.6,629.95
6189.65,12.36,34.53,131.84,40.83,609.04
6190.67,13.38,35.69,131.15,38.3,617.89
6191.68,13.27,34.57,131.15,39.98,619.4
6192.69,14.32,34.26,131.15,37.95,616.17
6193.7,15.35,35.11,131.46,39.64,615.74
6194.71,13.76,34.7,131.84,43.84,614.45
6195.72,15.34,34.97,131.95,38.33,612.51
6196.73,14.03,34.88,132.07,41.13,614.88
6197.74,14.21,34.75,131.99,42.76,616.82
6198.75,13.82,35.42,131.88,37.5,619.4
6199.77,15.12,34.35,131.73,37.3,619.62
6200.78,10.84,36.01,131.15,38.24,616.82
6201.79,11.57,35.38,131.12,41.97,609.92
6202.8,12,35.2,131.23,36.81,612.08
6203.81,10.72,34.75,131.42,36.1,627.58
6204.81,10.45,34.26,131.61,33.58,623.92
6205.83,11.68,35.98,129.74,38.61,619.39
6206.86,15.12,35.26,129.82,39.7,621.11
6207.87,15.4,35.62,130.24,41,622.4
6208.88,17.48,35.44,130.7,37.54,618.53
6209.89,16.45,35.44,130.77,39.98,618.74
6210.9,17.22,34.63,130.81,40.78,621.97
6211.9,13.41,34.72,130.89,44.4,617.45
6212.91,15.08,34.72,130.96,41.22,617.88
6213.92,14.37,35.21,130.96,43.54,620.03
6214.93,14.77,35.66,130.89,43.69,619.17
6215.94,13.13,34.14,130.85,39.29,615.94
6216.95,14.83,35.03,130.77,39.26,613.57
6217.98,13.33,35.48,130.77,44.4,611.84
6218.99,13.76,35.39,130.81,39,611.2
6220,12.57,35.35,130.89,37.54,613.14
6221.01,13.73,34.94,131.04,42.32,613.78
6222.02,12.4,35.3,131.04,39.38,613.57
6223.04,14.3,34.85,130.28,34.29,609.06
6224.04,14.53,35.48,130.35,37.91,614.45
6225.05,12.78,34.81,130.35,36.04,609.92
6226.06,15.15,35.62,130.35,37.65,611
6227.08,13.28,35.21,130.47,39.98,612.08
6228.09,16.04,35.39,130.47,44.54,609.71
6229.1,14.78,34.9,130.47,36.98,606.26
6230.11,15.66,35.26,130.51,39.95,606.05
6231.12,15.3,35.48,130.54,37.22,602.17
6232.13,12.94,35.21,130.54,43.76,600.23
6233.14,13.33,34.81,130.58,41.21,610.35
6234.15,13.18,35.8,130.58,39.95,605.4
6235.16,17.93,36.07,130.54,36.84,608.85
6236.17,14.9,34.05,130.54,37.19,614.88
6237.19,18.15,35.19,128.71,47,622.2
6238.2,15.63,34.72,128.68,39.29,621.12
6239.21,13.93,35.57,128.9,39.19,618.11
6240.22,15.15,35.57,129.02,39.08,614.88
6241.22,10.47,34.49,129.29,39.66,615.09
6242.23,11.8,35.05,129.55,38.99,611.43
6243.24,10.98,34.49,130.2,39.46,611.86
6244.25,13.92,34.53,130.54,36.74,612.08
6245.26,17.83,35.67,130.43,38.5,617.68
6246.27,20.66,35.76,130.35,30.69,618.11
6247.28,22.47,35.15,130.32,43.05,618.75
6248.3,27.15,35.95,130.24,41.21,618.54
6249.31,24.41,35.85,130.16,36.57,619.62
6250.31,21.12,35.81,130.16,43.5,621.98
6251.33,19.87,35.52,130.12,43.06,620.26
6252.35,20.82,36.56,130.12,41.82,617.89
6253.36,23.92,34.91,130.12,36.72,618.97
6254.39,21.53,35.81,130.12,38.12,619.83
6255.4,25.07,35.67,130.12,37.22,618.32
6256.41,21.13,35.71,130.12,39.19,616.82
6257.42,20.67,36.19,130.12,36.02,617.03
6258.43,21.14,35.9,130.09,35.75,617.03
